# x_m,y_m,w_tr_right_m,w_tr_left_m
4.7520,-0.1240,0.5264,0.5264
4.7400,-0.1120,0.5272,0.5272
4.7280,-0.1000,0.5285,0.5285
4.7160,-0.0880,0.5304,0.5304
4.7040,-0.0760,0.5329,0.5329
4.6920,-0.0640,0.5352,0.5352
4.6800,-0.0520,0.5363,0.5363
4.6680,-0.0520,0.5304,0.5304
4.6560,-0.0400,0.5329,0.5329
4.6440,-0.0280,0.5359,0.5359
4.6320,-0.0160,0.5367,0.5367
4.6200,-0.0040,0.5314,0.5314
4.6080,-0.0040,0.5367,0.5367
4.5960,-0.0040,0.5315,0.5315
4.5840,0.0080,0.5359,0.5359
4.5720,0.0200,0.5330,0.5330
4.5600,0.0200,0.5330,0.5330
4.5480,0.0320,0.5359,0.5359
4.5360,0.0320,0.5315,0.5315
4.5240,0.0440,0.5367,0.5367
4.5120,0.0440,0.5314,0.5314
4.5000,0.0560,0.5367,0.5367
4.4880,0.0680,0.5423,0.5423
4.4760,0.0680,0.5359,0.5359
4.4640,0.0680,0.5292,0.5292
4.4520,0.0800,0.5330,0.5330
4.4400,0.0920,0.5373,0.5373
4.4280,0.0920,0.5315,0.5315
4.4160,0.1040,0.5367,0.5367
4.4040,0.1160,0.5421,0.5421
4.3920,0.1160,0.5367,0.5367
4.3800,0.1160,0.5314,0.5314
4.3680,0.1280,0.5367,0.5367
4.3560,0.1280,0.5314,0.5314
4.3440,0.1280,0.5264,0.5264
4.3320,0.1400,0.5326,0.5326
4.3200,0.1400,0.5281,0.5281
4.3080,0.1400,0.5239,0.5239
4.2960,0.1520,0.5313,0.5313
4.2840,0.1520,0.5264,0.5264
4.2720,0.1520,0.5216,0.5216
4.2600,0.1520,0.5170,0.5170
4.2480,0.1640,0.5239,0.5239
4.2360,0.1640,0.5199,0.5199
4.2240,0.1640,0.5161,0.5161
4.2120,0.1640,0.5126,0.5126
4.2000,0.1640,0.5094,0.5094
4.1880,0.1640,0.5064,0.5064
4.1760,0.1760,0.5154,0.5154
4.1640,0.1760,0.5131,0.5131
4.1520,0.1760,0.5110,0.5110
4.1400,0.1760,0.5091,0.5091
4.1280,0.1760,0.5076,0.5076
4.1160,0.1760,0.5063,0.5063
